population_group_id,population_group_name,measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,metric_id,metric_name,year,val,upper,lower
1,All Population,44,Population,69,Singapore,1,Male,12,35-39 years,1,Number,2016,375298.50789707474,379998.5206659378,370297.9453818422
1,All Population,44,Population,69,Singapore,2,Female,12,35-39 years,1,Number,2016,293728.58073093824,297407.0607967157,289814.87444234727
1,All Population,44,Population,69,Singapore,1,Male,12,35-39 years,1,Number,2017,401973.1719485482,407535.96580750146,396034.5910486205
1,All Population,44,Population,69,Singapore,2,Female,12,35-39 years,1,Number,2017,297709.1629134935,301829.07642707817,293310.9341957874
1,All Population,44,Population,69,Singapore,1,Male,12,35-39 years,1,Number,2018,404113.49146995717,410016.51612076047,398648.625729094
1,All Population,44,Population,69,Singapore,2,Female,12,35-39 years,1,Number,2018,296354.3302958391,300683.2798459897,292346.7020899627
1,All Population,44,Population,69,Singapore,1,Male,12,35-39 years,1,Number,2019,383036.55085231684,388009.61946350505,377515.9749145806
1,All Population,44,Population,69,Singapore,2,Female,12,35-39 years,1,Number,2019,286813.3563619194,290537.13284387434,282679.61270160886
1,All Population,44,Population,69,Singapore,1,Male,13,40-44 years,1,Number,2007,193840.9033768201,196381.9524662754,191308.29021734573
1,All Population,44,Population,69,Singapore,2,Female,13,40-44 years,1,Number,2007,192552.25382591013,195076.41008361054,190036.47741633598
1,All Population,44,Population,69,Singapore,1,Male,13,40-44 years,1,Number,2008,205431.2309377983,208228.4738924123,202702.4921377419
1,All Population,44,Population,69,Singapore,2,Female,13,40-44 years,1,Number,2008,200070.60188070228,202794.8521272757,197413.0682057577
1,All Population,44,Population,69,Singapore,1,Male,13,40-44 years,1,Number,2009,208351.07790518666,211153.93516632772,205628.02847739775
1,All Population,44,Population,69,Singapore,2,Female,13,40-44 years,1,Number,2009,200573.03380777178,203271.25639365648,197951.6397145351
1,All Population,44,Population,69,Singapore,1,Male,13,40-44 years,1,Number,2010,213903.39713176017,228876.22184600073,198948.76397805053
1,All Population,44,Population,69,Singapore,2,Female,13,40-44 years,1,Number,2010,195096.41851614174,208752.79104686386,181456.6380936067
1,All Population,44,Population,69,Singapore,1,Male,13,40-44 years,1,Number,2011,230358.3708310629,233312.66668086665,227068.08866951306
1,All Population,44,Population,69,Singapore,2,Female,13,40-44 years,1,Number,2011,184606.96029626467,186974.50428731032,181970.1601393206
1,All Population,44,Population,69,Singapore,1,Male,13,40-44 years,1,Number,2012,255959.04110853322,259430.78055035608,252307.87848415214
